This file provides a binary-file-specific mapping of applicable open source
license terms. This mapping file is still a work in progress and should not be
relied upon at this stage as it is incomplete. Updated versions will be
published as they become available. Contact licensing@qnx.com if you have
questions or require additional information.

Binary Name,Legal ID,Runtime Module
usr/lib/libcrypto.so.1,OPENSSL:56,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:57,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:6,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:60,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:67,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:7,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:72,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:74,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:77,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:8,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:82,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:87,Networking Technology
usr/lib/libcrypto.so.1,OPENSSL:9,Networking Technology
usr/lib/libcrypto.so.1,SUN:12,Networking Technology
usr/lib/libcryptoS.a,BSD1:125,
usr/lib/libcryptoS.a,BSD1:207,
usr/lib/libcryptoS.a,BSD1:218,
usr/lib/libcryptoS.a,BSD1:229,
usr/lib/libcryptoS.a,BSD1:273,
usr/lib/libcryptoS.a,BSD1:319,
usr/lib/libcryptoS.a,BSD2:101,
usr/lib/libcryptoS.a,BSD2:102,
usr/lib/libcryptoS.a,BSD2:274,
usr/lib/libcryptoS.a,BSD3:20,
usr/lib/libcryptoS.a,BSD3:39,
usr/lib/libcryptoS.a,EY1:1,
usr/lib/libcryptoS.a,EY1:5,
usr/lib/libcryptoS.a,OO:1235,
usr/lib/libcryptoS.a,OO:1425,
usr/lib/libcryptoS.a,OO:1436,
usr/lib/libcryptoS.a,OO:1438,
usr/lib/libcryptoS.a,OO:1448,
usr/lib/libcryptoS.a,OO:383,
usr/lib/libcryptoS.a,OPENSSL:1,
usr/lib/libcryptoS.a,OPENSSL:12,
usr/lib/libcryptoS.a,OPENSSL:13,
usr/lib/libcryptoS.a,OPENSSL:14,
usr/lib/libcryptoS.a,OPENSSL:15,
usr/lib/libcryptoS.a,OPENSSL:16,
usr/lib/libcryptoS.a,OPENSSL:17,
usr/lib/libcryptoS.a,OPENSSL:18,
usr/lib/libcryptoS.a,OPENSSL:19,
usr/lib/libcryptoS.a,OPENSSL:2,
usr/lib/libcryptoS.a,OPENSSL:20,
usr/lib/libcryptoS.a,OPENSSL:21,
usr/lib/libcryptoS.a,OPENSSL:22,
usr/lib/libcryptoS.a,OPENSSL:23,
usr/lib/libcryptoS.a,OPENSSL:24,
usr/lib/libcryptoS.a,OPENSSL:25,
usr/lib/libcryptoS.a,OPENSSL:26,
usr/lib/libcryptoS.a,OPENSSL:29,
usr/lib/libcryptoS.a,OPENSSL:31,
usr/lib/libcryptoS.a,OPENSSL:33,
usr/lib/libcryptoS.a,OPENSSL:34,
usr/lib/libcryptoS.a,OPENSSL:35,
usr/lib/libcryptoS.a,OPENSSL:36,
usr/lib/libcryptoS.a,OPENSSL:37,
usr/lib/libcryptoS.a,OPENSSL:39,
usr/lib/libcryptoS.a,OPENSSL:40,
usr/lib/libcryptoS.a,OPENSSL:41,
usr/lib/libcryptoS.a,OPENSSL:42,
usr/lib/libcryptoS.a,OPENSSL:43,
usr/lib/libcryptoS.a,OPENSSL:44,
usr/lib/libcryptoS.a,OPENSSL:45,
usr/lib/libcryptoS.a,OPENSSL:46,
usr/lib/libcryptoS.a,OPENSSL:47,
usr/lib/libcryptoS.a,OPENSSL:48,
usr/lib/libcryptoS.a,OPENSSL:53,
usr/lib/libcryptoS.a,OPENSSL:54,
usr/lib/libcryptoS.a,OPENSSL:55,
usr/lib/libcryptoS.a,OPENSSL:56,
usr/lib/libcryptoS.a,OPENSSL:57,
usr/lib/libcryptoS.a,OPENSSL:6,
usr/lib/libcryptoS.a,OPENSSL:60,
usr/lib/libcryptoS.a,OPENSSL:67,
usr/lib/libcryptoS.a,OPENSSL:7,
usr/lib/libcryptoS.a,OPENSSL:72,
usr/lib/libcryptoS.a,OPENSSL:74,
usr/lib/libcryptoS.a,OPENSSL:77,
usr/lib/libcryptoS.a,OPENSSL:8,
usr/lib/libcryptoS.a,OPENSSL:82,
usr/lib/libcryptoS.a,OPENSSL:87,
usr/lib/libcryptoS.a,OPENSSL:9,
usr/lib/libcryptoS.a,SUN:12,
usr/lib/libcurl.a,BSD1:125,
usr/lib/libcurl.a,BSD1:207,
usr/lib/libcurl.a,BSD1:218,
usr/lib/libcurl.a,BSD1:229,
usr/lib/libcurl.a,BSD1:247,
usr/lib/libcurl.a,BSD1:257,
usr/lib/libcurl.a,BSD1:270,
usr/lib/libcurl.a,BSD1:273,
usr/lib/libcurl.a,BSD1:298,
usr/lib/libcurl.a,BSD1:46,
usr/lib/libcurl.a,BSD2:102,
usr/lib/libcurl.a,BSD2:151,
usr/lib/libcurl.a,BSD2:237,
usr/lib/libcurl.a,BSD2:274,
usr/lib/libcurl.a,BSD3:42,
usr/lib/libcurl.a,EY1:1,
usr/lib/libcurl.a,EY1:5,
usr/lib/libcurl.a,OO:1436,
usr/lib/libcurl.a,OO:1438,
usr/lib/libcurl.a,OO:1448,
usr/lib/libcurl.a,OO:1477,
usr/lib/libcurl.a,OO:245,
usr/lib/libcurl.a,OPENSSL:12,
usr/lib/libcurl.a,OPENSSL:13,
usr/lib/libcurl.a,OPENSSL:18,
usr/lib/libcurl.a,OPENSSL:19,
usr/lib/libcurl.a,OPENSSL:20,
usr/lib/libcurl.a,OPENSSL:21,
usr/lib/libcurl.a,OPENSSL:22,
usr/lib/libcurl.a,OPENSSL:36,
usr/lib/libcurl.a,OPENSSL:43,
usr/lib/libcurl.a,OPENSSL:44,
usr/lib/libcurl.a,OPENSSL:53,
usr/lib/libcurl.a,OPENSSL:54,
usr/lib/libcurl.a,OPENSSL:60,
usr/lib/libcurl.a,OPENSSL:62,
usr/lib/libcurl.a,OPENSSL:67,
usr/lib/libcurl.a,OPENSSL:7,
usr/lib/libcurl.a,OPENSSL:82,
usr/lib/libcurl.a,OPENSSL:90,
usr/lib/libcurl.a,ZLIB:13,
usr/lib/libcurl.a,ZLIB:17,
usr/lib/libcurl.so.2,BSD1:125,Networking Technology
usr/lib/libcurl.so.2,BSD1:207,Networking Technology
usr/lib/libcurl.so.2,BSD1:218,Networking Technology
usr/lib/libcurl.so.2,BSD1:229,Networking Technology
usr/lib/libcurl.so.2,BSD1:247,Networking Technology
usr/lib/libcurl.so.2,BSD1:257,Networking Technology
usr/lib/libcurl.so.2,BSD1:270,Networking Technology
usr/lib/libcurl.so.2,BSD1:273,Networking Technology
usr/lib/libcurl.so.2,BSD1:298,Networking Technology
usr/lib/libcurl.so.2,BSD2:151,Networking Technology
usr/lib/libcurl.so.2,BSD2:237,Networking Technology
usr/lib/libcurl.so.2,BSD3:42,Networking Technology
usr/lib/libcurl.so.2,EY1:1,Networking Technology
usr/lib/libcurl.so.2,EY1:5,Networking Technology
usr/lib/libcurl.so.2,OO:1436,Networking Technology
usr/lib/libcurl.so.2,OO:1448,Networking Technology
usr/lib/libcurl.so.2,OO:1477,Networking Technology
usr/lib/libcurl.so.2,OO:245,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:12,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:13,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:18,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:19,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:20,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:21,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:22,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:36,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:43,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:44,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:53,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:54,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:60,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:62,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:67,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:7,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:82,Networking Technology
usr/lib/libcurl.so.2,OPENSSL:90,Networking Technology
usr/lib/libcurl.so.2,ZLIB:13,Networking Technology
usr/lib/libcurl.so.2,ZLIB:17,Networking Technology
usr/lib/libcurlS.a,BSD1:125,
usr/lib/libcurlS.a,BSD1:207,
usr/lib/libcurlS.a,BSD1:218,
usr/lib/libcurlS.a,BSD1:229,
usr/lib/libcurlS.a,BSD1:247,
usr/lib/libcurlS.a,BSD1:257,
usr/lib/libcurlS.a,BSD1:270,
usr/lib/libcurlS.a,BSD1:273,
usr/lib/libcurlS.a,BSD1:298,
usr/lib/libcurlS.a,BSD1:46,
usr/lib/libcurlS.a,BSD2:102,
usr/lib/libcurlS.a,BSD2:151,
usr/lib/libcurlS.a,BSD2:237,
usr/lib/libcurlS.a,BSD2:274,
usr/lib/libcurlS.a,BSD3:42,
usr/lib/libcurlS.a,EY1:1,
usr/lib/libcurlS.a,EY1:5,
usr/lib/libcurlS.a,OO:1436,
usr/lib/libcurlS.a,OO:1438,
usr/lib/libcurlS.a,OO:1448,
usr/lib/libcurlS.a,OO:1477,
usr/lib/libcurlS.a,OO:245,
usr/lib/libcurlS.a,OPENSSL:12,
usr/lib/libcurlS.a,OPENSSL:13,
usr/lib/libcurlS.a,OPENSSL:18,
usr/lib/libcurlS.a,OPENSSL:19,
usr/lib/libcurlS.a,OPENSSL:20,
usr/lib/libcurlS.a,OPENSSL:21,
usr/lib/libcurlS.a,OPENSSL:22,
usr/lib/libcurlS.a,OPENSSL:36,
usr/lib/libcurlS.a,OPENSSL:43,
usr/lib/libcurlS.a,OPENSSL:44,
usr/lib/libcurlS.a,OPENSSL:53,
usr/lib/libcurlS.a,OPENSSL:54,
usr/lib/libcurlS.a,OPENSSL:60,
usr/lib/libcurlS.a,OPENSSL:62,
usr/lib/libcurlS.a,OPENSSL:67,
usr/lib/libcurlS.a,OPENSSL:7,
usr/lib/libcurlS.a,OPENSSL:82,
usr/lib/libcurlS.a,OPENSSL:90,
usr/lib/libcurlS.a,ZLIB:13,
usr/lib/libcurlS.a,ZLIB:17,
usr/lib/libdhcpctl.a,BSD1:125,
usr/lib/libdhcpctl.a,BSD1:180,
usr/lib/libdhcpctl.a,BSD1:184,
usr/lib/libdhcpctl.a,BSD1:185,
usr/lib/libdhcpctl.a,BSD1:186,
usr/lib/libdhcpctl.a,BSD1:191,
usr/lib/libdhcpctl.a,BSD1:201,
usr/lib/libdhcpctl.a,BSD1:207,
usr/lib/libdhcpctl.a,BSD1:218,
usr/lib/libdhcpctl.a,BSD1:229,
usr/lib/libdhcpctl.a,BSD1:247,
usr/lib/libdhcpctl.a,BSD1:257,
usr/lib/libdhcpctl.a,BSD1:270,
usr/lib/libdhcpctl.a,BSD1:273,
usr/lib/libdhcpctl.a,BSD1:277,
usr/lib/libdhcpctl.a,BSD1:278,
usr/lib/libdhcpctl.a,BSD1:298,
usr/lib/libdhcpctl.a,BSD1:46,
usr/lib/libdhcpctl.a,BSD1:81,
usr/lib/libdhcpctl.a,BSD2:101,
usr/lib/libdhcpctl.a,BSD2:102,
usr/lib/libdhcpctl.a,BSD2:237,
usr/lib/libdhcpctl.a,BSD2:274,
usr/lib/libdhcpctl.a,BSD3:42,
usr/lib/libdhcpctl.a,ISC:16,
usr/lib/libdhcpctl.a,ISC:57,
usr/lib/libdhcpctl.a,ISC:58,
usr/lib/libdhcpctl.a,OO:1436,
usr/lib/libdhcpctl.a,OO:1438,
usr/lib/libdhcpctl.a,OO:1448,
usr/lib/libdisputil.a,BSD2:274,
usr/lib/libdisputil.a,OO:1438,
usr/lib/libdisputil.a,OO:1448,
usr/lib/libdisputil.so.2,OO:1448,Core Graphics
usr/lib/libdisputilS.a,BSD2:274,
usr/lib/libdisputilS.a,OO:1438,
usr/lib/libdisputilS.a,OO:1448,
usr/lib/libdrvr.a,BSD1:125,
usr/lib/libdrvr.a,BSD1:207,
usr/lib/libdrvr.a,BSD1:229,
usr/lib/libdrvr.a,BSD1:247,
usr/lib/libdrvr.a,BSD1:257,
usr/lib/libdrvr.a,BSD1:270,
usr/lib/libdrvr.a,BSD1:273,
usr/lib/libdrvr.a,BSD1:277,
usr/lib/libdrvr.a,BSD1:278,
usr/lib/libdrvr.a,BSD1:298,
usr/lib/libdrvr.a,BSD1:46,
usr/lib/libdrvr.a,BSD2:102,
usr/lib/libdrvr.a,BSD2:237,
usr/lib/libdrvr.a,BSD2:274,
usr/lib/libdrvr.a,BSD3:42,
usr/lib/libdrvr.a,OO:1436,
usr/lib/libdrvr.a,OO:1438,
usr/lib/libdrvr.a,OO:1448,
usr/lib/libdrvrS.a,BSD1:125,
usr/lib/libdrvrS.a,BSD1:207,
usr/lib/libdrvrS.a,BSD1:229,
usr/lib/libdrvrS.a,BSD1:247,
usr/lib/libdrvrS.a,BSD1:257,
usr/lib/libdrvrS.a,BSD1:270,
usr/lib/libdrvrS.a,BSD1:273,
usr/lib/libdrvrS.a,BSD1:277,
usr/lib/libdrvrS.a,BSD1:278,
usr/lib/libdrvrS.a,BSD1:298,
usr/lib/libdrvrS.a,BSD1:46,
usr/lib/libdrvrS.a,BSD2:102,
usr/lib/libdrvrS.a,BSD2:237,
usr/lib/libdrvrS.a,BSD2:274,
usr/lib/libdrvrS.a,BSD3:42,
usr/lib/libdrvrS.a,OO:1436,
usr/lib/libdrvrS.a,OO:1438,
usr/lib/libdrvrS.a,OO:1448,
usr/lib/libds.a,BSD2:274,
usr/lib/libds.a,OO:1438,
usr/lib/libds.a,OO:1448,
usr/lib/libdsS.a,BSD2:274,
usr/lib/libdsS.a,OO:1438,
usr/lib/libdsS.a,OO:1448,
usr/lib/libelf.a,BSD2:274,
usr/lib/libelf.a,OO:1436,
usr/lib/libelf.a,OO:1438,
usr/lib/libelf.a,OO:1448,
usr/lib/libelfS.a,BSD2:274,
usr/lib/libelfS.a,OO:1436,
usr/lib/libelfS.a,OO:1438,
usr/lib/libelfS.a,OO:1448,
usr/lib/libexpat.a,BSD2:274,
usr/lib/libexpat.a,MPL:13,
usr/lib/libexpat.a,OO:1438,
usr/lib/libexpat.a,OO:1448,
usr/lib/libexpat.so.2,MPL:13,Neutrino Core OS
usr/lib/libexpat.so.2,OO:1448,Neutrino Core OS
usr/lib/libffb.a,BSD2:274,
usr/lib/libffb.a,OO:1438,
usr/lib/libffb.a,OO:1448,
usr/lib/libffb.so.2,OO:1448,Core Graphics
usr/lib/libffbS.a,BSD2:274,
usr/lib/libffbS.a,OO:1438,
usr/lib/libffbS.a,OO:1448,
usr/lib/libflash-nand.a,BSD2:274,
usr/lib/libflash-nand.a,OO:1438,
usr/lib/libflash-nand.a,OO:1448,
usr/lib/libform.a,BSD2:274,
usr/lib/libform.a,OO:1435,
usr/lib/libform.a,OO:1436,
usr/lib/libform.a,OO:1438,
usr/lib/libform.a,OO:1439,
usr/lib/libform.a,OO:1448,
usr/lib/libform.a,OO:1454,
usr/lib/libformS.a,BSD2:274,
usr/lib/libformS.a,OO:1435,
usr/lib/libformS.a,OO:1436,
usr/lib/libformS.a,OO:1438,
usr/lib/libformS.a,OO:1439,
usr/lib/libformS.a,OO:1448,
usr/lib/libformS.a,OO:1454,
usr/lib/libfs-flash3.a,BSD2:107,
usr/lib/libfs-flash3.a,BSD2:274,
usr/lib/libfs-flash3.a,OO:1436,
usr/lib/libfs-flash3.a,OO:1438,
usr/lib/libfs-flash3.a,OO:1448,
usr/lib/libgf.a,BSD2:274,
usr/lib/libgf.a,OO:1436,
usr/lib/libgf.a,OO:1438,
usr/lib/libgf.a,OO:1448,
usr/lib/libgf.so.1,OO:1436,Core Graphics
usr/lib/libgf.so.1,OO:1448,Core Graphics
usr/lib/libgfS.a,BSD2:274,
usr/lib/libgfS.a,OO:1436,
usr/lib/libgfS.a,OO:1438,
usr/lib/libgfS.a,OO:1448,
usr/lib/libgf_g.a,BSD2:274,
usr/lib/libgf_g.a,OO:1436,
usr/lib/libgf_g.a,OO:1438,
usr/lib/libgf_g.a,OO:1448,
usr/lib/libgf_gS.a,BSD2:274,
usr/lib/libgf_gS.a,OO:1436,
usr/lib/libgf_gS.a,OO:1438,
usr/lib/libgf_gS.a,OO:1448,
usr/lib/libha.a,BSD2:274,
usr/lib/libha.a,OO:1438,
usr/lib/libha.a,OO:1448,
usr/lib/libham.a,BSD2:274,
usr/lib/libham.a,OO:1438,
usr/lib/libham.a,OO:1448,
usr/lib/libham.so.2,OO:1448,High Availability
usr/lib/libio-char.a,BSD1:229,
usr/lib/libio-char.a,BSD2:102,
usr/lib/libio-char.a,BSD2:274,
usr/lib/libio-char.a,OO:1438,
usr/lib/libio-char.a,OO:1448,
usr/lib/libiow.a,BSD2:274,
usr/lib/libiow.a,OO:1438,
usr/lib/libiow.a,OO:1448,
usr/lib/libiow.so.1,OO:1448,Core Graphics
usr/lib/libiowS.a,BSD2:274,
usr/lib/libiowS.a,OO:1438,
usr/lib/libiowS.a,OO:1448,
usr/lib/libipsec.a,BSD1:125,
usr/lib/libipsec.a,BSD1:177,
usr/lib/libipsec.a,BSD1:207,
usr/lib/libipsec.a,BSD1:218,
usr/lib/libipsec.a,BSD2:274,
usr/lib/libipsec.a,OO:1436,
usr/lib/libipsec.a,OO:1438,
usr/lib/libipsec.a,OO:1448,
usr/lib/libipsecS.a,BSD1:125,
usr/lib/libipsecS.a,BSD1:177,
usr/lib/libipsecS.a,BSD1:207,
usr/lib/libipsecS.a,BSD1:218,
usr/lib/libipsecS.a,BSD2:274,
usr/lib/libipsecS.a,OO:1436,
usr/lib/libipsecS.a,OO:1438,
usr/lib/libipsecS.a,OO:1448,
usr/lib/liblzo.a,BSD2:274,
usr/lib/liblzo.a,OO:1438,
usr/lib/liblzo.a,OO:1448,
usr/lib/liblzoS.a,BSD2:274,
usr/lib/liblzoS.a,OO:1438,
usr/lib/liblzoS.a,OO:1448,
usr/lib/libmalloc.so.2,OO:1436,Neutrino Core OS
usr/lib/libmalloc.so.2,OO:1448,Neutrino Core OS
usr/lib/libmalloc.so.2,OO:84,Neutrino Core OS
usr/lib/libmallocS.a,BSD2:274,
usr/lib/libmallocS.a,OO:1436,
usr/lib/libmallocS.a,OO:1438,
usr/lib/libmallocS.a,OO:1448,
usr/lib/libmallocS.a,OO:84,
usr/lib/libmenu.a,BSD2:274,
usr/lib/libmenu.a,OO:1435,
usr/lib/libmenu.a,OO:1436,
usr/lib/libmenu.a,OO:1438,
usr/lib/libmenu.a,OO:1448,
usr/lib/libmenuS.a,BSD2:274,
usr/lib/libmenuS.a,OO:1435,
usr/lib/libmenuS.a,OO:1436,
usr/lib/libmenuS.a,OO:1438,
usr/lib/libmenuS.a,OO:1448,
usr/lib/libmq.a,BSD2:274,
usr/lib/libmq.a,OO:1438,
usr/lib/libmq.a,OO:1448,
usr/lib/libmq.so.1,OO:1448,Neutrino Core OS
usr/lib/libnbutil.a,BSD1:278,
usr/lib/libnbutil.a,BSD1:305,
usr/lib/libnbutil.a,BSD1:306,
usr/lib/libnbutil.a,BSD1:84,
usr/lib/libnbutil.a,BSD2:107,
usr/lib/libnbutil.a,BSD2:113,
usr/lib/libnbutil.a,BSD2:172,
usr/lib/libnbutil.a,BSD2:173,
usr/lib/libnbutil.a,BSD2:183,
usr/lib/libnbutil.a,BSD2:191,
usr/lib/libnbutil.a,BSD2:229,
usr/lib/libnbutil.a,BSD2:231,
usr/lib/libnbutil.a,BSD2:274,
usr/lib/libnbutil.a,BSD2:286,
usr/lib/libnbutil.a,BSD2:341,
usr/lib/libnbutil.a,BSD3:31,
usr/lib/libnbutil.a,ISC:51,
usr/lib/libnbutil.a,MD5:5,
usr/lib/libnbutil.a,OO:1295,
usr/lib/libnbutil.a,OO:1436,
usr/lib/libnbutil.a,OO:1438,
usr/lib/libnbutil.a,OO:1448,
usr/lib/libnbutil.a,OO:1454,
usr/lib/libnbutil.so.1,BSD1:278,Networking Technology
usr/lib/libnbutil.so.1,BSD1:305,Networking Technology
usr/lib/libnbutil.so.1,BSD1:84,Networking Technology
usr/lib/libnbutil.so.1,BSD2:107,Networking Technology
usr/lib/libnbutil.so.1,BSD2:113,Networking Technology
usr/lib/libnbutil.so.1,BSD2:172,Networking Technology
usr/lib/libnbutil.so.1,BSD2:173,Networking Technology
usr/lib/libnbutil.so.1,BSD2:183,Networking Technology
usr/lib/libnbutil.so.1,BSD2:191,Networking Technology
usr/lib/libnbutil.so.1,BSD2:231,Networking Technology
usr/lib/libnbutil.so.1,BSD2:286,Networking Technology
usr/lib/libnbutil.so.1,BSD2:341,Networking Technology
usr/lib/libnbutil.so.1,BSD3:31,Networking Technology
usr/lib/libnbutil.so.1,ISC:51,Networking Technology
usr/lib/libnbutil.so.1,MD5:5,Networking Technology
usr/lib/libnbutil.so.1,OO:1295,Networking Technology
usr/lib/libnbutil.so.1,OO:1436,Networking Technology
usr/lib/libnbutil.so.1,OO:1448,Networking Technology
usr/lib/libnbutil.so.1,OO:1454,Networking Technology
usr/lib/libnbutilS.a,BSD1:278,
usr/lib/libnbutilS.a,BSD1:305,
usr/lib/libnbutilS.a,BSD1:306,
usr/lib/libnbutilS.a,BSD1:84,
usr/lib/libnbutilS.a,BSD2:107,
usr/lib/libnbutilS.a,BSD2:113,
usr/lib/libnbutilS.a,BSD2:172,
usr/lib/libnbutilS.a,BSD2:173,
usr/lib/libnbutilS.a,BSD2:183,
usr/lib/libnbutilS.a,BSD2:191,
usr/lib/libnbutilS.a,BSD2:229,
usr/lib/libnbutilS.a,BSD2:231,
usr/lib/libnbutilS.a,BSD2:274,
usr/lib/libnbutilS.a,BSD2:286,
usr/lib/libnbutilS.a,BSD2:341,
usr/lib/libnbutilS.a,BSD3:31,
usr/lib/libnbutilS.a,ISC:51,
usr/lib/libnbutilS.a,MD5:5,
usr/lib/libnbutilS.a,OO:1295,
usr/lib/libnbutilS.a,OO:1436,
usr/lib/libnbutilS.a,OO:1438,
usr/lib/libnbutilS.a,OO:1448,
usr/lib/libnbutilS.a,OO:1454,
usr/lib/libncurses.a,BSD1:229,
usr/lib/libncurses.a,BSD2:102,
usr/lib/libncurses.a,BSD2:274,
usr/lib/libncurses.a,OO:1435,
usr/lib/libncurses.a,OO:1436,
usr/lib/libncurses.a,OO:1438,
usr/lib/libncurses.a,OO:1448,
usr/lib/libncursesS.a,BSD1:229,
usr/lib/libncursesS.a,BSD2:102,
usr/lib/libncursesS.a,BSD2:274,
usr/lib/libncursesS.a,OO:1435,
usr/lib/libncursesS.a,OO:1436,
usr/lib/libncursesS.a,OO:1438,
usr/lib/libncursesS.a,OO:1448,
usr/lib/libpanel.a,BSD2:274,
usr/lib/libpanel.a,OO:1435,
usr/lib/libpanel.a,OO:1438,
usr/lib/libpanel.a,OO:1448,
usr/lib/libpanelS.a,BSD2:274,
usr/lib/libpanelS.a,OO:1435,
usr/lib/libpanelS.a,OO:1438,
usr/lib/libpanelS.a,OO:1448,
usr/lib/libpcap.a,BSD11:12,
usr/lib/libpcap.a,BSD11:18,
usr/lib/libpcap.a,BSD11:20,
usr/lib/libpcap.a,BSD11:28,
usr/lib/libpcap.a,BSD11:32,
usr/lib/libpcap.a,BSD11:33,
usr/lib/libpcap.a,BSD11:34,
usr/lib/libpcap.a,BSD11:35,
usr/lib/libpcap.a,BSD11:54,
usr/lib/libpcap.a,BSD1:125,
usr/lib/libpcap.a,BSD1:207,
usr/lib/libpcap.a,BSD1:218,
usr/lib/libpcap.a,BSD1:229,
usr/lib/libpcap.a,BSD1:247,
usr/lib/libpcap.a,BSD1:250,
usr/lib/libpcap.a,BSD1:257,
usr/lib/libpcap.a,BSD1:270,
usr/lib/libpcap.a,BSD1:273,
usr/lib/libpcap.a,BSD1:298,
usr/lib/libpcap.a,BSD1:46,
usr/lib/libpcap.a,BSD2:102,
usr/lib/libpcap.a,BSD2:237,
usr/lib/libpcap.a,BSD2:263,
usr/lib/libpcap.a,BSD2:274,
usr/lib/libpcap.a,BSD2:301,
usr/lib/libpcap.a,BSD2:311,
usr/lib/libpcap.a,BSD2:312,
usr/lib/libpcap.a,BSD2:313,
usr/lib/libpcap.a,BSD2:314,
usr/lib/libpcap.a,BSD2:315,
usr/lib/libpcap.a,BSD2:83,
usr/lib/libpcap.a,BSD3:42,
usr/lib/libpcap.a,BSD3:51,
usr/lib/libpcap.a,BSD3:79,
usr/lib/libpcap.a,BSD3:84,
usr/lib/libpcap.a,OO:1436,
usr/lib/libpcap.a,OO:1438,
usr/lib/libpcap.a,OO:1448,
usr/lib/libpcap.a,OO:245,
usr/lib/libpcap.a,OO:322,
usr/lib/libpcap.a,OO:371,
usr/lib/libpcapS.a,BSD11:12,
usr/lib/libpcapS.a,BSD11:18,
usr/lib/libpcapS.a,BSD11:20,
usr/lib/libpcapS.a,BSD11:28,
usr/lib/libpcapS.a,BSD11:32,
usr/lib/libpcapS.a,BSD11:33,
usr/lib/libpcapS.a,BSD11:34,
usr/lib/libpcapS.a,BSD11:35,
usr/lib/libpcapS.a,BSD11:54,
usr/lib/libpcapS.a,BSD1:125,
usr/lib/libpcapS.a,BSD1:207,
usr/lib/libpcapS.a,BSD1:218,
usr/lib/libpcapS.a,BSD1:229,
usr/lib/libpcapS.a,BSD1:247,
usr/lib/libpcapS.a,BSD1:250,
usr/lib/libpcapS.a,BSD1:257,
usr/lib/libpcapS.a,BSD1:270,
usr/lib/libpcapS.a,BSD1:273,
usr/lib/libpcapS.a,BSD1:298,
usr/lib/libpcapS.a,BSD1:46,
usr/lib/libpcapS.a,BSD2:102,
usr/lib/libpcapS.a,BSD2:237,
usr/lib/libpcapS.a,BSD2:263,
usr/lib/libpcapS.a,BSD2:274,
usr/lib/libpcapS.a,BSD2:301,
usr/lib/libpcapS.a,BSD2:311,
usr/lib/libpcapS.a,BSD2:312,
usr/lib/libpcapS.a,BSD2:313,
usr/lib/libpcapS.a,BSD2:314,
usr/lib/libpcapS.a,BSD2:315,
usr/lib/libpcapS.a,BSD2:83,
usr/lib/libpcapS.a,BSD3:42,
usr/lib/libpcapS.a,BSD3:51,
usr/lib/libpcapS.a,BSD3:79,
usr/lib/libpcapS.a,BSD3:84,
usr/lib/libpcapS.a,OO:1436,
usr/lib/libpcapS.a,OO:1438,
usr/lib/libpcapS.a,OO:1448,
usr/lib/libpcapS.a,OO:245,
usr/lib/libpcapS.a,OO:322,
usr/lib/libpcapS.a,OO:371,
usr/lib/libpccard.a,BSD2:274,
usr/lib/libpccard.a,OO:1438,
usr/lib/libpccard.a,OO:1448,
usr/lib/libpccardS.a,BSD2:274,
usr/lib/libpccardS.a,OO:1438,
usr/lib/libpccardS.a,OO:1448,
usr/lib/libph.a,BSD1:229,
usr/lib/libph.a,BSD2:102,
usr/lib/libph.a,BSD2:274,
usr/lib/libph.a,OO:1434,
usr/lib/libph.a,OO:1436,
usr/lib/libph.a,OO:1438,
usr/lib/libph.a,OO:1439,
usr/lib/libph.a,OO:1448,
usr/lib/libph.a,OO:1450,
usr/lib/libph.so.3,BSD1:229,Neutrino Core OS
usr/lib/libph.so.3,BSD1:229,Photon GUI
usr/lib/libph.so.3,BSD2:102,Neutrino Core OS
usr/lib/libph.so.3,BSD2:102,Photon GUI
usr/lib/libph.so.3,BSD2:22,Neutrino Core OS
usr/lib/libph.so.3,BSD2:22,Photon GUI
usr/lib/libph.so.3,OO:1436,Neutrino Core OS
usr/lib/libph.so.3,OO:1436,Photon GUI
